368.17	795.1	519.78	310.21	511.13	345.58	384.59	534.59	-406.42	358.64	278.23	296.63	559.84	401.28	402	111.98	622.08
303.39	678.92	401.9	337.48	425.85	519.09	176.32	209.47	-175.71	345.76	348.45	268.73	418.89	513.66	552.8	386.55	681.88
384.33	369.17	369.73	355.26	396.42	387.91	380.14	366.72	340.76	364.34	380.75	373.57	365.02	375.76	378.65	361.36	443.52
334.53	414.43	383.9	369.03	400.34	385.47	372.7	382.52	339.98	362.01	370.68	368.73	391.43	416.2	381.4	373.42	346.65
341.69	528.6	488.58	449.87	441.83	254.75	449.68	272.57	67.026	300.62	332.36	415.54	441.43	171.46	519.5	562.73	355.17
690.11	551.62	-187.27	544.3	425.22	32.844	678.93	488.15	700.13	518.2	345.49	383.5	385.53	294.28	275.4	254.42	12.554
656.71	585.67	625.95	235.42	365.34	479.87	563.25	170.77	335.8	580.83	481.93	310.53	457.29	345.56	365.96	231.31	-398.76
617	1311.3	487.24	843.91	-72.611	460.19	667.71	350.59	111.71	175.04	-3.996	-164.41	259.35	364.32	281.05	1057.3	-352.25
486.28	310.3	579.61	344.75	420.56	362.77	311.36	291.66	418.59	332.72	410.42	449.69	288.79	402.33	364.48	236.89	382.2
386.04	371.27	378.71	375.91	345.07	375.04	384.49	345.5	372.13	359.92	401.09	397.56	375.11	376.77	379.29	364.39	405.12
461.2	637.69	436.35	467.14	561.3	312.01	480.66	430.87	-488.76	357.12	327.13	230.68	326.98	459.51	415.35	264.81	713.38
412.83	371.79	434.7	403.52	349.23	413.11	409.61	375.09	35.549	382	335.16	390.32	381.1	387.5	401.05	494.56	416.3
388.32	455.01	358.5	407.24	450.59	380.02	352.56	264.89	-29.233	331.03	353.07	323.99	398.62	440.19	338.9	435.96	743.77
516.41	582.75	488.46	496.13	396.89	379.88	240.52	224.57	-374.86	52.108	442.27	413.8	297.79	455.98	408.43	693.93	678.37
1031.9	333.15	455.38	384.85	567.71	493.78	358.09	108.61	-440.02	-16.905	259.86	517.01	480.36	676.05	250.29	215.46	717.8
340.22	671.14	759.91	454.21	470.08	464.13	354.4	18.782	-194.92	255.09	347.04	447.1	292.39	476.34	230.11	326.33	681.07
401.57	963.68	809.62	160.39	502.39	412.01	399.41	175.16	-220.86	111.08	421.9	322.2	444.53	505.91	418.87	653.65	-88.095
366.82	382.04	387.93	381.66	382.22	373.67	367.86	368.44	356.89	376.13	374.69	375.19	382.95	378.47	377.55	375.3	385.62
1049.8	160.92	500.91	511.76	424.02	461.04	205.87	184.6	259.58	460.62	211.32	247.42	411.95	306.25	660.87	523.57	-187.09
756.14	446.08	356.55	254.88	932.1	203.81	571.44	138.26	430.91	235.68	411.18	301.73	456.96	366.32	-170.93	561.52	140.78
NaN	NaN	NaN	143.34	221.03	60.06	192.36	137.46	-59.916	163.46	104.58	111.4	47.466	143.33	54.353	104.45	202.66
982.98	243.89	371.89	495.97	374.94	293.68	405.37	371.78	-292.61	187.83	277.84	290.49	362.63	364.81	176.15	560.81	924.98
402.05	381.12	352.75	347.75	364.4	368.09	376.31	397.17	490.94	393.55	376.09	365.92	381.99	368.09	369.26	354.77	303.15
384.83	425.89	457.62	371.06	337.28	424.3	384.53	324.21	68.032	304.42	363.32	318.24	454.82	404.94	384.79	314.59	670.53
650.06	657.49	579.13	314.67	412.21	410.32	174.6	114.76	-387.81	147.12	328.72	362.56	309.96	434.17	308.93	545.08	1031.4
1133.1	892.24	590.06	446.41	622.05	421.27	143.23	-17.22	-887.18	9.4156	9.2285	198.16	477.05	629.44	555.66	594.26	576.27
372.32	376.17	407.27	382.02	373.93	375.79	370.77	361.94	332.2	362.61	373.04	381.62	392.07	388.49	383.26	387.71	372.23
955.08	433.12	311.42	617.52	698.11	385.28	255.25	221.99	-340.83	-265.1	176.33	772.6	403.62	547.54	613.63	315.78	292.09
585.51	588.54	742.88	468.18	361.98	368.49	89.908	20.81	54.129	164.39	107.61	317.04	412.07	489.36	330.57	1026.5	265.47
179	963.71	491.17	507.11	329.52	124.63	299.7	168.87	182	71.455	215.41	210.1	459.1	768.47	287.33	790.47	345.39
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-55.756	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	135.1	118.62	NaN	165.81	-102.39	NaN	63.137	-73.331	98.846	NaN	-7.3282	NaN	NaN
NaN	NaN	168.41	140.69	122.69	107.56	117.73	76.542	7.2506	82.893	137.37	122.51	174.27	111.68	107.84	101.19	221.36
817.62	344.02	405.35	490.52	534.87	310.28	274.46	124.36	-111.76	172.53	334.47	315.26	296.55	339.03	394.55	246	1105.3
2169.8	912.19	667.07	249.68	278.42	157.03	173.49	-64.931	-640.9	-2.9691	164.16	272.41	402.96	258.37	532.45	533.9	330.28
378.99	534.43	565.69	379.17	573.62	366.5	405.88	196.91	-111.1	140.66	317.69	363.23	483.88	494.57	437.25	578.3	287.76
675.21	422.8	652.76	416.76	533.76	445.56	358.84	18.419	-275.07	41.43	329.04	242.3	486.86	459.55	615.44	564.37	405.38
372.82	375.78	389.62	379.34	386.12	372.04	371.92	372.46	360.72	367.89	376.72	375.4	372.94	381.48	373.32	385.54	379.34
1300.1	1651.4	588.03	773.52	421.68	223.21	373.66	-128.23	-712.58	-526.94	164.85	280.4	396.06	-28.018	252.24	650.94	713.16
1219.5	790.6	568.92	131.55	458.04	352.87	469.24	45.007	297.22	338.57	-82.382	245.1	368.19	724.23	588.09	586.27	-707.55
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-55.756	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-55.756	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	192.39	NaN	78.386	24.297	-40.145	33.814	61.093	89.888	NaN	25.854	NaN	NaN	NaN
NaN	274.58	308.47	249.23	300.76	284.66	239.19	240.96	113.89	236.08	274.49	306.71	324.33	270.96	281.93	266.43	NaN
323.78	935.39	636.55	439.74	322.09	341.54	311.36	55.546	-300.23	148.69	445.75	439.2	326.63	340.61	398.6	311.5	916.69
729.64	483.4	657.29	634.62	492.53	498.37	275.78	19.776	-475.55	-60.995	257.66	419.49	473.16	488.83	407.99	535.67	555.74
785.81	905.54	581.29	880.51	299.69	466.07	175.91	-112.43	-591.6	-204.8	159.81	291.24	369.67	399.69	716.94	767.72	502.34
773.3	444.64	493.66	598.82	504.71	431.47	203.14	-47.523	-283.18	2.3425	64.742	309.11	440.8	513.96	508.07	781.61	653.75
1174.4	782.06	538.28	439.55	322.25	151.91	89.184	147.21	-591.22	-104.5	-44.146	104.17	725.05	608.12	658.85	716.41	675.79
146.12	1127.2	382.92	383.51	678.94	222.24	126	323.73	357.36	126.88	352.84	301.57	300.51	762.3	617.08	218.3	-34.103
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-55.756	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-55.756	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-55.756	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	94.509	127.99	NaN	148.9	NaN	116.54	73.316	112.5	109.8	NaN	167.39	128.09	110.29	178.92	NaN
NaN	NaN	103.91	122.87	129.18	118.82	114.61	104.64	76.544	96.273	109.91	124.08	132.13	135.5	179.06	117.89	NaN
NaN	271.2	296.52	284.76	239.57	259.44	253.86	197.88	115.79	177.17	227.61	246.79	258.1	262.6	251.87	240.35	523.7
856.56	995.81	292.95	490.2	494.45	337.76	79.314	-110.86	-529.27	-75.569	267.51	440.77	524.63	325.9	485.24	329.63	1188.4
728.53	483.28	449.91	512.96	352.45	317.86	230.87	12.708	-251.84	-35.624	243.07	323.01	447.88	594.09	646.09	460.99	877.18
690.56	772.51	808.13	219.36	459.04	435.71	236.4	81.09	-285.69	-7.5764	125.59	195.94	252.48	516.9	654.69	953.48	284.79
406.28	372.98	351.88	318.03	366.76	369.08	386.29	384.72	407.21	419.11	375.01	372.65	340.52	370.83	379.46	388.4	384.23
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-55.756	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-55.756	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-55.756	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	-2.2114	65.709	-35.215	-13.538	-0.17136	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	200.15	119.71	178.52	106.69	176.82	59.998	-5.9678	87.709	131.02	102.46	160.73	183.66	145.95	NaN	NaN
NaN	467.43	364.5	554.96	275.88	265.87	384.03	-32.884	-371.56	-41.521	379.72	173.51	390.02	495.07	136.61	258.79	406.8
796.46	409.13	690.74	310.72	406.73	340.63	323.2	35.753	-221.93	77.89	243.8	350.84	414.73	380.24	391.74	783.26	659.5
651.51	426.13	627.97	408.87	390.4	413.27	250.68	28.976	-189.95	39.22	289.33	349.96	385.28	558.54	434.92	542.73	785.58
1089	404.62	870.72	504.26	470.36	414.08	167.24	-42.743	-358.06	-7.2228	162.51	90.038	634.79	582	613.95	471.8	326.05
593.46	312.11	340.47	785.9	298.49	363.54	126.44	147.77	211.63	202.91	140.52	599.91	200.07	532.2	381.63	413.71	742.66
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-55.756	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-55.756	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-55.756	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-55.756	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	141.53	NaN	105.62	128.73	135.84	155.04	138.6	132.58	96.184	NaN	116.38	110.67	NaN	NaN
NaN	275.16	256.36	367.36	336.12	305.36	227.35	156.44	46.917	162.37	261.88	304.89	318.5	230.73	278.9	444.32	NaN
NaN	664.17	557.24	282.9	321.41	135.38	140.79	-55.826	-391.35	-45.577	261.82	294.6	169.85	352.68	453.21	391.69	574.24
883.88	379.96	490.29	462.9	406.05	441.19	183.37	-66.289	-271.32	12.176	169.14	369.97	351.88	632.1	547.39	702.8	697.94
1193.4	780.03	586.63	621.74	566.96	531.35	35.703	-55.987	-499.73	-204.77	153.39	153.72	506.82	811.11	730.38	646.25	-163.61
828.86	396.73	329.71	409.66	280.93	410	338.55	173.81	157.64	128.92	-126.43	186.64	81.911	749.24	513.67	958.62	574.96
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-55.756	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-55.756	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-55.756	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-55.756	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	49.07	NaN	43.813	55.329	61.105	47.735	26.761	NaN	NaN	NaN	NaN	NaN	NaN
