563.39	475.09	518.23	508.95	559.67	550.16	566.52	614.28	475.47
567.96	699.56	501.31	694.6	567.39	525.25	547.86	480.05	518.36
648.95	559.94	461.09	511.48	679.38	589.83	454.94	403.72	360.11
755.55	996.8	851.33	1094.1	1096.7	1321.4	1054	979.86	1273.8
749.25	635.51	575.65	670.93	632.93	650.13	799.94	565.27	610.59
938.85	557.35	678.59	607.74	578.74	664.83	609.1	465.96	470.38
2686.7	1059.4	823.1	1851.7	1084.2	733.48	1757	904.88	534.05
1392.7	694.67	772.48	738.5	826.68	708.47	931.3	653.2	680.12
1065.4	630.29	714.63	1407.1	798.85	585.03	1048.2	561.64	524.14
1367.9	1499.7	812.29	1353.7	1399.4	852.33	858.31	741.75	664.68
714.1	424.98	410.63	470.07	449.38	506.79	449.05	411.64	504
666	573.46	545.56	638.04	627.47	590.82	576.14	586.14	507
572.56	588.86	521.99	583.33	589.34	563.45	617.32	706.92	465.14
504.51	465.69	553.53	799.85	598.06	593.12	914.47	422.55	462.9
1312.9	641.39	653.49	1050.4	937.41	1095.8	892.59	701.5	666.97
769.45	480.23	457.9	549.59	543.41	489.77	653.64	418.88	383.11
1532	743.4	847.97	657.59	753.98	790.61	883.24	704.26	697.02
1311.5	1074.6	1152.7	1025.4	1064.2	1163.7	716.59	694.14	657.69
1263.7	799.22	638.8	982.7	934.89	712.32	878.06	629.46	686.89
1335.9	506.07	532.37	878.49	784.11	547.52	488.98	467.2	514.36
396.59	401.6	409.95	405	420.96	396.52	359.95	398.26	438.27
669.65	529	525.42	560.82	439.71	580.83	593.77	533	550.65
700.73	594.73	505.3	528.2	579.4	467.5	518.69	542.46	451.1
1464.7	560.72	578.62	780.78	752.44	1005.6	692.04	529.24	543.24
668.27	522.62	507.91	597.75	725.32	647.06	889.2	495.3	503.6
1023.5	622.88	574.91	927.43	607.14	549.57	1169	539.66	522.12
